"Step","unet_lr0.0005_dp0.0_bugnist_064 - train_accuracy","unet_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MIN","unet_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MAX","unet_lr0.0005_dp0.2_bugnist_064 - train_accuracy","unet_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MIN","unet_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MAX","conv3d_lr5e-05_dp0.0_bugnist_064 - train_accuracy","conv3d_lr5e-05_dp0.0_bugnist_064 - train_accuracy__MIN","conv3d_lr5e-05_dp0.0_bugnist_064 - train_accuracy__MAX","conv3d_lr0.0005_dp0.0_bugnist_064 - train_accuracy","conv3d_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MIN","conv3d_lr0.0005_dp0.0_bugnist_064 - train_accuracy__MAX","conv3d_lr0.0001_dp0.0_bugnist_064 - train_accuracy","conv3d_lr0.0001_dp0.0_bugnist_064 - train_accuracy__MIN","conv3d_lr0.0001_dp0.0_bugnist_064 - train_accuracy__MAX","conv3d_lr5e-05_dp0.0_bugnist_128 - train_accuracy","conv3d_lr5e-05_dp0.0_bugnist_128 - train_accuracy__MIN","conv3d_lr5e-05_dp0.0_bugnist_128 - train_accuracy__MAX","conv3d_lr0.0001_dp0.0_bugnist_128 - train_accuracy","conv3d_lr0.0001_dp0.0_bugnist_128 - train_accuracy__MIN","conv3d_lr0.0001_dp0.0_bugnist_128 - train_accuracy__MAX","conv3d_lr0.0005_dp0.0_bugnist_128 - train_accuracy","conv3d_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MIN","conv3d_lr0.0005_dp0.0_bugnist_128 - train_accuracy__MAX"
"0","0.5722534332084894","0.5722534332084894","0.5722534332084894","0.45271535580524347","0.45271535580524347","0.45271535580524347","0.8035268414481898","0.8035268414481898","0.8035268414481898","0.7064606741573034","0.7064606741573034","0.7064606741573034","0.8058676654182272","0.8058676654182272","0.8058676654182272","0.5205992509363296","0.5205992509363296","0.5205992509363296","0.4722222222222222","0.4722222222222222","0.4722222222222222","0.34378901373283394","0.34378901373283394","0.34378901373283394"
"1","0.7955680399500624","0.7955680399500624","0.7955680399500624","0.7311173533083646","0.7311173533083646","0.7311173533083646","0.903558052434457","0.903558052434457","0.903558052434457","0.840980024968789","0.840980024968789","0.840980024968789","0.8960674157303371","0.8960674157303371","0.8960674157303371","0.6743133583021224","0.6743133583021224","0.6743133583021224","0.6569912609238452","0.6569912609238452","0.6569912609238452","0.5622659176029963","0.5622659176029963","0.5622659176029963"
"2","0.8497191011235955","0.8497191011235955","0.8497191011235955","0.8000936329588015","0.8000936329588015","0.8000936329588015","0.9275905118601748","0.9275905118601748","0.9275905118601748","0.8904494382022472","0.8904494382022472","0.8904494382022472","0.9213483146067416","0.9213483146067416","0.9213483146067416","0.7412609238451935","0.7412609238451935","0.7412609238451935","0.723314606741573","0.723314606741573","0.723314606741573","0.6549625468164794","0.6549625468164794","0.6549625468164794"
"3","0.8712546816479401","0.8712546816479401","0.8712546816479401","0.841916354556804","0.841916354556804","0.841916354556804","0.9411672908863921","0.9411672908863921","0.9411672908863921","0.8999687890137328","0.8999687890137328","0.8999687890137328","0.9367977528089888","0.9367977528089888","0.9367977528089888","0.779338327091136","0.779338327091136","0.779338327091136","0.7724719101123596","0.7724719101123596","0.7724719101123596","0.7119225967540574","0.7119225967540574","0.7119225967540574"
"4","0.8857677902621723","0.8857677902621723","0.8857677902621723","0.8548689138576779","0.8548689138576779","0.8548689138576779","0.9500624219725343","0.9500624219725343","0.9500624219725343","0.9137016229712859","0.9137016229712859","0.9137016229712859","0.9386704119850188","0.9386704119850188","0.9386704119850188","0.8082084893882646","0.8082084893882646","0.8082084893882646","0.802434456928839","0.802434456928839","0.802434456928839","0.7318976279650437","0.7318976279650437","0.7318976279650437"
"5","0.9076154806491885","0.9076154806491885","0.9076154806491885","0.8715667915106118","0.8715667915106118","0.8715667915106118","0.9592696629213483","0.9592696629213483","0.9592696629213483","0.920880149812734","0.920880149812734","0.920880149812734","0.9516229712858927","0.9516229712858927","0.9516229712858927","0.8202247191011236","0.8202247191011236","0.8202247191011236","0.8228776529338327","0.8228776529338327","0.8228776529338327","0.7567103620474407","0.7567103620474407","0.7567103620474407"
"6","0.9094881398252185","0.9094881398252185","0.9094881398252185","0.8873283395755306","0.8873283395755306","0.8873283395755306","0.9627028714107366","0.9627028714107366","0.9627028714107366","0.9302434456928839","0.9302434456928839","0.9302434456928839","0.9566167290886392","0.9566167290886392","0.9566167290886392","0.8500312109862672","0.8500312109862672","0.8500312109862672","0.845661672908864","0.845661672908864","0.845661672908864","0.7780898876404494","0.7780898876404494","0.7780898876404494"
"7","0.9269662921348315","0.9269662921348315","0.9269662921348315","0.8873283395755306","0.8873283395755306","0.8873283395755306","0.9739388264669163","0.9739388264669163","0.9739388264669163","0.9399188514357054","0.9399188514357054","0.9399188514357054","0.9616104868913857","0.9616104868913857","0.9616104868913857","0.8592384519350812","0.8592384519350812","0.8592384519350812","0.856585518102372","0.856585518102372","0.856585518102372","0.7980649188514357","0.7980649188514357","0.7980649188514357"
"8","0.9130774032459426","0.9130774032459426","0.9130774032459426","0.9018414481897628","0.9018414481897628","0.9018414481897628","0.9720661672908864","0.9720661672908864","0.9720661672908864","0.9417915106117354","0.9417915106117354","0.9417915106117354","0.96145443196005","0.96145443196005","0.96145443196005","0.8739076154806492","0.8739076154806492","0.8739076154806492","0.8732833957553059","0.8732833957553059","0.8732833957553059","0.8063358302122348","0.8063358302122348","0.8063358302122348"
"9","0.9452247191011236","0.9452247191011236","0.9452247191011236","0.9091760299625468","0.9091760299625468","0.9091760299625468","0.9831460674157303","0.9831460674157303","0.9831460674157303","0.9450686641697877","0.9450686641697877","0.9450686641697877","0.9715980024968789","0.9715980024968789","0.9715980024968789","0.8840511860174781","0.8840511860174781","0.8840511860174781","0.8810861423220974","0.8810861423220974","0.8810861423220974","0.8191323345817728","0.8191323345817728","0.8191323345817728"
"10","0.9470973782771536","0.9470973782771536","0.9470973782771536","0.9121410736579276","0.9121410736579276","0.9121410736579276","0.9865792759051186","0.9865792759051186","0.9865792759051186","0.9466292134831461","0.9466292134831461","0.9466292134831461","0.973314606741573","0.973314606741573","0.973314606741573","0.8920099875156055","0.8920099875156055","0.8920099875156055","0.8798377028714107","0.8798377028714107","0.8798377028714107","0.8367665418227216","0.8367665418227216","0.8367665418227216"
"11","0.9499063670411985","0.9499063670411985","0.9499063670411985","0.9177590511860175","0.9177590511860175","0.9177590511860175","0.9859550561797753","0.9859550561797753","0.9859550561797753","0.9517790262172284","0.9517790262172284","0.9517790262172284","0.9726903870162297","0.9726903870162297","0.9726903870162297","0.8945068664169787","0.8945068664169787","0.8945068664169787","0.8909176029962547","0.8909176029962547","0.8909176029962547","0.8316167290886392","0.8316167290886392","0.8316167290886392"
"12","0.9514669163545568","0.9514669163545568","0.9514669163545568","0.9241573033707865","0.9241573033707865","0.9241573033707865","0.9882958801498127","0.9882958801498127","0.9882958801498127","0.9536516853932584","0.9536516853932584","0.9536516853932584","0.9705056179775281","0.9705056179775281","0.9705056179775281","0.9057428214731585","0.9057428214731585","0.9057428214731585","0.8968476903870163","0.8968476903870163","0.8968476903870163","0.8497191011235955","0.8497191011235955","0.8497191011235955"
"13","0.9588014981273408","0.9588014981273408","0.9588014981273408","0.9272784019975031","0.9272784019975031","0.9272784019975031","0.9884519350811486","0.9884519350811486","0.9884519350811486","0.952247191011236","0.952247191011236","0.952247191011236","0.9790886392009988","0.9790886392009988","0.9790886392009988","0.9010611735330837","0.9010611735330837","0.9010611735330837","0.9054307116104869","0.9054307116104869","0.9054307116104869","0.8551810237203495","0.8551810237203495","0.8551810237203495"
"14","0.9720661672908864","0.9720661672908864","0.9720661672908864","0.9233770287141073","0.9233770287141073","0.9233770287141073","0.9912609238451935","0.9912609238451935","0.9912609238451935","0.9578651685393258","0.9578651685393258","0.9578651685393258","0.9767478152309613","0.9767478152309613","0.9767478152309613","0.9137016229712859","0.9137016229712859","0.9137016229712859","0.9009051186017478","0.9009051186017478","0.9009051186017478","0.8607990012484394","0.8607990012484394","0.8607990012484394"
"15","0.9709737827715356","0.9709737827715356","0.9709737827715356","0.9378901373283396","0.9378901373283396","0.9378901373283396","0.991729088639201","0.991729088639201","0.991729088639201","0.9566167290886392","0.9566167290886392","0.9566167290886392","0.9864232209737828","0.9864232209737828","0.9864232209737828","0.9146379525593009","0.9146379525593009","0.9146379525593009","0.9058988764044944","0.9058988764044944","0.9058988764044944","0.8661048689138576","0.8661048689138576","0.8661048689138576"
"16","0.9769038701622972","0.9769038701622972","0.9769038701622972","0.9367977528089888","0.9367977528089888","0.9367977528089888","0.9940699126092385","0.9940699126092385","0.9940699126092385","0.9623907615480649","0.9623907615480649","0.9623907615480649","0.9818976279650437","0.9818976279650437","0.9818976279650437","0.9204119850187266","0.9204119850187266","0.9204119850187266","0.9118289637952559","0.9118289637952559","0.9118289637952559","0.8765605493133583","0.8765605493133583","0.8765605493133583"
"17","0.9739388264669163","0.9739388264669163","0.9739388264669163","0.9367977528089888","0.9367977528089888","0.9367977528089888","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9639513108614233","0.9639513108614233","0.9639513108614233","0.9850187265917603","0.9850187265917603","0.9850187265917603","0.9233770287141073","0.9233770287141073","0.9233770287141073","0.9168227215980025","0.9168227215980025","0.9168227215980025","0.8748439450686641","0.8748439450686641","0.8748439450686641"
"18","0.9822097378277154","0.9822097378277154","0.9822097378277154","0.9382022471910112","0.9382022471910112","0.9382022471910112","0.9970349563046192","0.9970349563046192","0.9970349563046192","0.9631710362047441","0.9631710362047441","0.9631710362047441","0.9923533083645443","0.9923533083645443","0.9923533083645443","0.9230649188514357","0.9230649188514357","0.9230649188514357","0.9196317103620475","0.9196317103620475","0.9196317103620475","0.8813982521847691","0.8813982521847691","0.8813982521847691"
"19","0.9603620474406991","0.9603620474406991","0.9603620474406991","0.9406991260923845","0.9406991260923845","0.9406991260923845","0.9911048689138576","0.9911048689138576","0.9911048689138576","0.9670724094881398","0.9670724094881398","0.9670724094881398","0.991729088639201","0.991729088639201","0.991729088639201","0.9244694132334582","0.9244694132334582","0.9244694132334582","0.9194756554307116","0.9194756554307116","0.9194756554307116","0.8863920099875156","0.8863920099875156","0.8863920099875156"
"20","0.9850187265917603","0.9850187265917603","0.9850187265917603","0.9489700374531835","0.9489700374531835","0.9489700374531835","0.9911048689138576","0.9911048689138576","0.9911048689138576","0.968789013732834","0.968789013732834","0.968789013732834","0.9876716604244694","0.9876716604244694","0.9876716604244694","0.9268102372034956","0.9268102372034956","0.9268102372034956","0.9218164794007491","0.9218164794007491","0.9218164794007491","0.9019975031210986","0.9019975031210986","0.9019975031210986"
"21","0.980649188514357","0.980649188514357","0.980649188514357","0.947565543071161","0.947565543071161","0.947565543071161","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9695692883895131","0.9695692883895131","0.9695692883895131","0.9887640449438202","0.9887640449438202","0.9887640449438202","0.9266541822721598","0.9266541822721598","0.9266541822721598","0.9264981273408239","0.9264981273408239","0.9264981273408239","0.8916978776529338","0.8916978776529338","0.8916978776529338"
"22","0.9937578027465668","0.9937578027465668","0.9937578027465668","0.9536516853932584","0.9536516853932584","0.9536516853932584","0.9978152309612984","0.9978152309612984","0.9978152309612984","0.9705056179775281","0.9705056179775281","0.9705056179775281","0.9940699126092385","0.9940699126092385","0.9940699126092385","0.9316479400749064","0.9316479400749064","0.9316479400749064","0.9285268414481898","0.9285268414481898","0.9285268414481898","0.9001248439450686","0.9001248439450686","0.9001248439450686"
"23","0.977996254681648","0.977996254681648","0.977996254681648","0.9497503121098627","0.9497503121098627","0.9497503121098627","0.9914169787765293","0.9914169787765293","0.9914169787765293","0.9715980024968789","0.9715980024968789","0.9715980024968789","0.9929775280898876","0.9929775280898876","0.9929775280898876","0.9360174781523096","0.9360174781523096","0.9360174781523096","0.9311797752808989","0.9311797752808989","0.9311797752808989","0.9055867665418227","0.9055867665418227","0.9055867665418227"
"24","0.9918851435705368","0.9918851435705368","0.9918851435705368","0.954900124843945","0.954900124843945","0.954900124843945","0.9975031210986267","0.9975031210986267","0.9975031210986267","0.9769038701622972","0.9769038701622972","0.9769038701622972","0.9946941323345818","0.9946941323345818","0.9946941323345818","0.9371098626716604","0.9371098626716604","0.9371098626716604","0.9230649188514357","0.9230649188514357","0.9230649188514357","0.9010611735330837","0.9010611735330837","0.9010611735330837"
"25","0.9948501872659176","0.9948501872659176","0.9948501872659176","0.9619225967540574","0.9619225967540574","0.9619225967540574","0.9979712858926342","0.9979712858926342","0.9979712858926342","0.9783083645443196","0.9783083645443196","0.9783083645443196","0.9882958801498127","0.9882958801498127","0.9882958801498127","0.9369538077403246","0.9369538077403246","0.9369538077403246","0.9327403245942572","0.9327403245942572","0.9327403245942572","0.9018414481897628","0.9018414481897628","0.9018414481897628"
"26","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.95770911360799","0.95770911360799","0.95770911360799","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9776841448189763","0.9776841448189763","0.9776841448189763","0.9934456928838952","0.9934456928838952","0.9934456928838952","0.9427278401997503","0.9427278401997503","0.9427278401997503","0.9339887640449438","0.9339887640449438","0.9339887640449438","0.9058988764044944","0.9058988764044944","0.9058988764044944"
"27","0.9756554307116105","0.9756554307116105","0.9756554307116105","0.9656679151061174","0.9656679151061174","0.9656679151061174","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9836142322097379","0.9836142322097379","0.9836142322097379","0.9950062421972534","0.9950062421972534","0.9950062421972534","0.9396067415730337","0.9396067415730337","0.9396067415730337","0.9346129837702871","0.9346129837702871","0.9346129837702871","0.9063670411985019","0.9063670411985019","0.9063670411985019"
"28","0.9856429463171036","0.9856429463171036","0.9856429463171036","0.9570848938826467","0.9570848938826467","0.9570848938826467","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9814294631710362","0.9814294631710362","0.9814294631710362","0.9951622971285893","0.9951622971285893","0.9951622971285893","0.9414794007490637","0.9414794007490637","0.9414794007490637","0.9371098626716604","0.9371098626716604","0.9371098626716604","0.9144818976279651","0.9144818976279651","0.9144818976279651"
"29","0.9931335830212235","0.9931335830212235","0.9931335830212235","0.9636392009987516","0.9636392009987516","0.9636392009987516","0.9965667915106118","0.9965667915106118","0.9965667915106118","0.9833021223470662","0.9833021223470662","0.9833021223470662","0.9850187265917603","0.9850187265917603","0.9850187265917603","0.9461610486891385","0.9461610486891385","0.9461610486891385","0.942103620474407","0.942103620474407","0.942103620474407","0.9115168539325843","0.9115168539325843","0.9115168539325843"
"30","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9589575530586767","0.9589575530586767","0.9589575530586767","0.9998439450686641","0.9998439450686641","0.9998439450686641","0.980649188514357","0.980649188514357","0.980649188514357","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.9446004993757803","0.9446004993757803","0.9446004993757803","0.9444444444444444","0.9444444444444444","0.9444444444444444","0.9165106117353309","0.9165106117353309","0.9165106117353309"
"31","0.9875156054931336","0.9875156054931336","0.9875156054931336","0.9656679151061174","0.9656679151061174","0.9656679151061174","0.9995318352059925","0.9995318352059925","0.9995318352059925","0.9803370786516854","0.9803370786516854","0.9803370786516854","0.9973470661672909","0.9973470661672909","0.9973470661672909","0.9419475655430711","0.9419475655430711","0.9419475655430711","0.9464731585518102","0.9464731585518102","0.9464731585518102","0.9141697877652933","0.9141697877652933","0.9141697877652933"
"32","0.9847066167290887","0.9847066167290887","0.9847066167290887","0.9661360799001248","0.9661360799001248","0.9661360799001248","0.9990636704119851","0.9990636704119851","0.9990636704119851","0.9859550561797753","0.9859550561797753","0.9859550561797753","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9486579275905118","0.9486579275905118","0.9486579275905118","0.9452247191011236","0.9452247191011236","0.9452247191011236","0.9257178526841449","0.9257178526841449","0.9257178526841449"
"33","0.9884519350811486","0.9884519350811486","0.9884519350811486","0.9684769038701623","0.9684769038701623","0.9684769038701623","0.9975031210986267","0.9975031210986267","0.9975031210986267","0.9864232209737828","0.9864232209737828","0.9864232209737828","0.9895443196004994","0.9895443196004994","0.9895443196004994","0.9488139825218477","0.9488139825218477","0.9488139825218477","0.9424157303370787","0.9424157303370787","0.9424157303370787","0.9174469413233458","0.9174469413233458","0.9174469413233458"
"34","0.9948501872659176","0.9948501872659176","0.9948501872659176","0.9756554307116105","0.9756554307116105","0.9756554307116105","0.9868913857677902","0.9868913857677902","0.9868913857677902","0.9851747815230961","0.9851747815230961","0.9851747815230961","0.9912609238451935","0.9912609238451935","0.9912609238451935","0.951310861423221","0.951310861423221","0.951310861423221","0.9438202247191011","0.9438202247191011","0.9438202247191011","0.9261860174781523","0.9261860174781523","0.9261860174781523"
"35","0.9873595505617978","0.9873595505617978","0.9873595505617978","0.9644194756554307","0.9644194756554307","0.9644194756554307","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.9901685393258427","0.9901685393258427","0.9901685393258427","0.9992197253433208","0.9992197253433208","0.9992197253433208","0.9492821473158551","0.9492821473158551","0.9492821473158551","0.9485018726591761","0.9485018726591761","0.9485018726591761","0.9269662921348315","0.9269662921348315","0.9269662921348315"
"36","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.9736267166042447","0.9736267166042447","0.9736267166042447","0.9990636704119851","0.9990636704119851","0.9990636704119851","0.9812734082397003","0.9812734082397003","0.9812734082397003","0.9975031210986267","0.9975031210986267","0.9975031210986267","0.9531835205992509","0.9531835205992509","0.9531835205992509","0.9452247191011236","0.9452247191011236","0.9452247191011236","0.9263420724094882","0.9263420724094882","0.9263420724094882"
"37","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9753433208489388","0.9753433208489388","0.9753433208489388","0.9975031210986267","0.9975031210986267","0.9975031210986267","0.9886079900124844","0.9886079900124844","0.9886079900124844","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.9581772784019975","0.9581772784019975","0.9581772784019975","0.9469413233458177","0.9469413233458177","0.9469413233458177","0.9249375780274657","0.9249375780274657","0.9249375780274657"
"38","0.9906367041198502","0.9906367041198502","0.9906367041198502","0.9627028714107366","0.9627028714107366","0.9627028714107366","0.9976591760299626","0.9976591760299626","0.9976591760299626","0.9893882646691635","0.9893882646691635","0.9893882646691635","0.9937578027465668","0.9937578027465668","0.9937578027465668","0.9530274656679151","0.9530274656679151","0.9530274656679151","0.9506866416978776","0.9506866416978776","0.9506866416978776","0.9325842696629213","0.9325842696629213","0.9325842696629213"
"39","0.9884519350811486","0.9884519350811486","0.9884519350811486","0.9756554307116105","0.9756554307116105","0.9756554307116105","0.9987515605493134","0.9987515605493134","0.9987515605493134","0.9876716604244694","0.9876716604244694","0.9876716604244694","0.9953183520599251","0.9953183520599251","0.9953183520599251","0.9552122347066168","0.9552122347066168","0.9552122347066168","0.9499063670411985","0.9499063670411985","0.9499063670411985","0.9313358302122348","0.9313358302122348","0.9313358302122348"
"40","0.9878277153558053","0.9878277153558053","0.9878277153558053","0.9748751560549314","0.9748751560549314","0.9748751560549314","0.9976591760299626","0.9976591760299626","0.9976591760299626","0.9921972534332085","0.9921972534332085","0.9921972534332085","0.9964107365792759","0.9964107365792759","0.9964107365792759","0.9538077403245943","0.9538077403245943","0.9538077403245943","0.9469413233458177","0.9469413233458177","0.9469413233458177","0.934769038701623","0.934769038701623","0.934769038701623"
"41","0.9879837702871411","0.9879837702871411","0.9879837702871411","0.9781523096129837","0.9781523096129837","0.9781523096129837","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9912609238451935","0.9912609238451935","0.9912609238451935","0.9954744069912609","0.9954744069912609","0.9954744069912609","0.9550561797752809","0.9550561797752809","0.9550561797752809","0.9524032459425718","0.9524032459425718","0.9524032459425718","0.9339887640449438","0.9339887640449438","0.9339887640449438"
"42","0.9968789013732834","0.9968789013732834","0.9968789013732834","0.9798689138576779","0.9798689138576779","0.9798689138576779","0.9960986267166042","0.9960986267166042","0.9960986267166042","0.990792759051186","0.990792759051186","0.990792759051186","0.9976591760299626","0.9976591760299626","0.9976591760299626","0.9605181023720349","0.9605181023720349","0.9605181023720349","0.9527153558052435","0.9527153558052435","0.9527153558052435","0.9335205992509363","0.9335205992509363","0.9335205992509363"
"43","0.9979712858926342","0.9979712858926342","0.9979712858926342","0.9612983770287141","0.9612983770287141","0.9612983770287141","0.9976591760299626","0.9976591760299626","0.9976591760299626","0.9909488139825219","0.9909488139825219","0.9909488139825219","0.985330836454432","0.985330836454432","0.985330836454432","0.9589575530586767","0.9589575530586767","0.9589575530586767","0.9514669163545568","0.9514669163545568","0.9514669163545568","0.9413233458177278","0.9413233458177278","0.9413233458177278"
"44","0.9968789013732834","0.9968789013732834","0.9968789013732834","0.973314606741573","0.973314606741573","0.973314606741573","1","1","1","0.9915730337078652","0.9915730337078652","0.9915730337078652","0.9982833957553059","0.9982833957553059","0.9982833957553059","0.9559925093632958","0.9559925093632958","0.9559925093632958","0.9597378277153558","0.9597378277153558","0.9597378277153558","0.9422596754057428","0.9422596754057428","0.9422596754057428"
"45","0.9867353308364545","0.9867353308364545","0.9867353308364545","0.9770599250936329","0.9770599250936329","0.9770599250936329","0.9995318352059925","0.9995318352059925","0.9995318352059925","0.9892322097378277","0.9892322097378277","0.9892322097378277","0.9995318352059925","0.9995318352059925","0.9995318352059925","0.9617665418227216","0.9617665418227216","0.9617665418227216","0.9547440699126092","0.9547440699126092","0.9547440699126092","0.9382022471910112","0.9382022471910112","0.9382022471910112"
"46","0.9867353308364545","0.9867353308364545","0.9867353308364545","0.9770599250936329","0.9770599250936329","0.9770599250936329","0.9973470661672909","0.9973470661672909","0.9973470661672909","0.9920411985018727","0.9920411985018727","0.9920411985018727","0.9984394506866417","0.9984394506866417","0.9984394506866417","0.9569288389513109","0.9569288389513109","0.9569288389513109","0.9592696629213483","0.9592696629213483","0.9592696629213483","0.9375780274656679","0.9375780274656679","0.9375780274656679"
"47","0.9934456928838952","0.9934456928838952","0.9934456928838952","0.9837702871410736","0.9837702871410736","0.9837702871410736","0.9962546816479401","0.9962546816479401","0.9962546816479401","0.9925093632958801","0.9925093632958801","0.9925093632958801","0.9929775280898876","0.9929775280898876","0.9929775280898876","0.9625468164794008","0.9625468164794008","0.9625468164794008","0.9558364544319601","0.9558364544319601","0.9558364544319601","0.9375780274656679","0.9375780274656679","0.9375780274656679"
"48","0.9879837702871411","0.9879837702871411","0.9879837702871411","0.9811173533083646","0.9811173533083646","0.9811173533083646","0.9937578027465668","0.9937578027465668","0.9937578027465668","0.9901685393258427","0.9901685393258427","0.9901685393258427","0.9984394506866417","0.9984394506866417","0.9984394506866417","0.9653558052434457","0.9653558052434457","0.9653558052434457","0.9578651685393258","0.9578651685393258","0.9578651685393258","0.9424157303370787","0.9424157303370787","0.9424157303370787"
"49","0.9964107365792759","0.9964107365792759","0.9964107365792759","0.9765917602996255","0.9765917602996255","0.9765917602996255","0.9979712858926342","0.9979712858926342","0.9979712858926342","0.9956304619225967","0.9956304619225967","0.9956304619225967","0.9985955056179775","0.9985955056179775","0.9985955056179775","0.9651997503121099","0.9651997503121099","0.9651997503121099","0.9581772784019975","0.9581772784019975","0.9581772784019975","0.9416354556803995","0.9416354556803995","0.9416354556803995"